"","DATE","PERIOD","R","PLANETDISCMETH","numPlanets"
"42",2014,13.98179,0.174859,"Transit",769
"43",2010,101.11141,0.165939,"Transit",66
"44",2016,13.61159129,0.127,"Transit",1288
"45",2014,11.349393,0.205192,"Transit",769
"46",2014,14.51143,0.130252,"Transit",769
"47",2016,2.24338185,0.151,"Transit",1288
"48",2016,3.18897601,0.088,"Transit",1288
"49",2016,13.71220213,0.208,"Transit",1288
"50",2016,8.07124073,0.152,"Transit",1288
"51",2014,12.412183,0.19181,"Transit",769
"52",2014,23.968127,0.178428,"Transit",769
"53",2011,3.764825,1.22,"Transit",122
"54",2014,13.342996,0.12479,"Transit",769
"55",2016,4.48558383,0.11,"Transit",1288
"57",2014,57.68802,0.38362,"Transit",769
"58",2014,6.04045,0.115086,"Transit",769
"59",2016,13.22713379,0.21,"Transit",1288
"60",2016,6.9424334,0.115,"Transit",1288
"61",2016,4.45743164,0.097,"Transit",1288
"62",2016,42.9495649,0.229,"Transit",1288
"63",2016,84.703921,0.3,"Transit",1288
"64",2016,4.33642933,0.153,"Transit",1288
"65",2014,6.6264,0.24177,"Transit",769
"66",2014,47.332773,0.220359,"Transit",769
"67",2014,5.929778,0.169507,"Transit",769
"68",2016,3.43276598,0.067,"Transit",1288
"69",2016,5.1762429,0.072,"Transit",1288
"70",2016,0.66407381,0.108,"Transit",1288
"72",2016,41.40831347,1.175,"Transit",1288
"76",2016,106.247547,0.17,"Transit",1288
"77",2016,13.32196237,0.192,"Transit",1288
"78",2016,14.70748976,0.174,"Transit",1288
"79",2016,4.03046804,0.413,"Transit",1288
"80",2014,8.486616,0.12936,"Transit",769
"81",2014,11.815007,0.328308,"Transit",769
"82",2014,6.849692,0.121331,"Transit",769
"83",2014,25.209715,0.0811848,"Transit",769
"85",2014,29.726682,0.415737,"Transit",769
"86",2014,51.755394,0.319386,"Transit",769
"87",2016,10.52629406,0.818,"Transit",1288
"88",2014,3.543919,0.095459,"Transit",769
"89",2014,10.139623,0.212329,"Transit",769
"92",2016,26.41045478,0.24,"Transit",1288
"93",2016,5.08274652,0.126,"Transit",1288
"94",2016,1.19655156,0.109,"Transit",1288
"95",2016,5.30880656,0.094,"Transit",1288
"96",2012,0.74296,0.0730903,"Transit",54
"97",2014,0.925542,1.528,"Transit",769
"98",2016,0.53835431,0.136,"Transit",1288
"99",2014,18.369917,0.234633,"Transit",769
"100",2016,2.51462432,0.119,"Transit",1288
"101",2014,3.38802,0.19181,"Transit",769
"103",2016,109.6471842,0.251,"Transit",1288
"104",2014,14.12841,0.256044,"Transit",769
"105",2016,10.13202575,0.195,"Transit",1288
"106",2014,140.101261,0.252476,"Transit",769
"108",2014,16.007583,0.215006,"Transit",769
"109",2016,7.01075434,0.162,"Transit",1288
"110",2014,20.134866,0.212329,"Transit",769
"112",2011,5.714932,0.116766,"Transit",122
"113",2014,14.646008,0.251584,"Transit",769
"114",2016,19.76172042,0.137,"Transit",1288
"115",2014,47.427737,0.199839,"Transit",769
"116",2014,6.155557,0.213222,"Transit",769
"117",2011,10.9129343,0.227293,"Transit",122
"118",2013,42.1516418,0.196987,"Transit",57
"119",2016,14.5539759,0.272,"Transit",1288
"120",2010,0.78884,1.386,"Transit",66
"121",2014,92.876125,0.220359,"Transit",769
"122",2016,1.20846503,0.151,"Transit",1288
"123",2014,25.660593,0.159693,"Transit",769
"124",2011,12.282356,0.320884,"Transit",122
"125",2014,3.282807,0.0981354,"Transit",769
"126",2014,7.054346,0.0918904,"Transit",769
"128",2016,27.5073799,0.259,"Transit",1288
"129",2016,20.7056504,0.119,"Transit",1288
"130",2016,20.925392,0.116,"Transit",1288
"131",2014,4.645387,0.146311,"Transit",769
"132",2014,5.169796,0.173075,"Transit",769
"133",2016,24.3078946,0.187,"Transit",1288
"134",2016,6.47027579,0.091,"Transit",1288
"135",2014,4.393147,0.12936,"Transit",769
"136",2016,12.99207337,0.162,"Transit",1288
"137",2014,33.884054,0.121331,"Transit",769
"138",2014,3.292781,0.13739,"Transit",769
"140",2016,24.85462415,0.512,"Transit",1288
"141",2016,64.2737752,0.317,"Transit",1288
"142",2014,8.109044,0.108841,"Transit",769
"144",2014,12.31043,0.124008,"Transit",769
"145",2016,0.93846683,0.127,"Transit",1288
"147",2014,7.542427,0.150772,"Transit",769
"148",2016,20.50586978,0.314,"Transit",1288
"149",2016,51.1110243,0.178,"Transit",1288
"150",2016,16.54297375,0.201,"Transit",1288
"151",2016,47.1611696,0.238,"Transit",1288
"152",2014,4.244384,0.148987,"Transit",769
"154",2016,11.55102504,0.238,"Transit",1288
"155",2016,4.17625551,0.287,"Transit",1288
"156",2014,6.124821,0.139174,"Transit",769
"157",2010,8.6001536,1.99,"Transit",66
"158",2009,0.9414529,1.267,"Transit",18
"159",2010,8.886593,1.166,"Transit",66
"160",2014,29.393195,0.237309,"Transit",769
"161",2016,37.8144514,0.229,"Transit",1288
"162",2014,5.370647,0.220359,"Transit",769
"163",2016,11.94014029,0.251,"Transit",1288
"164",2016,5.12330347,0.175,"Transit",1288
"165",2016,0.89304124,0.113,"Transit",1288
"168",2016,1.79111021,0.13,"Transit",1288
"169",2016,6.33855761,0.27,"Transit",1288
"170",2016,2.27952666,0.083,"Transit",1288
"171",2016,9.30412078,0.157,"Transit",1288
"175",2013,13.485,0.316,"Timing",4
"176",2014,4.069427,0.145419,"Transit",769
"177",2016,16.08524954,0.261,"Transit",1288
"180",2012,4.1137912,1.286,"Transit",54
"181",2011,0.837495,0.126327,"Transit",122
"182",2014,16.259458,0.132037,"Transit",769
"183",2016,7.69993485,0.082,"Transit",1288
"184",2014,25.262887,0.157909,"Transit",769
"185",2016,99.747622,0.368,"Transit",1288
"186",2016,34.2685705,0.207,"Transit",1288
"187",2016,23.58447697,0.241,"Transit",1288
"188",2014,18.794234,0.164154,"Transit",769
"189",2016,13.5630972,0.168,"Transit",1288
"190",2014,12.56093,0.248907,"Transit",769
"191",2016,0.96286738,0.144,"Transit",1288
"192",2014,10.613839,0.185565,"Transit",769
"193",2014,4.22864,0.145419,"Transit",769
"195",2016,2.05333679,0.099,"Transit",1288
"196",2016,9.99761851,0.217,"Transit",1288
"197",2014,38.715185,0.248907,"Transit",769
"198",2016,2.37030743,0.143,"Transit",1288
"199",2016,5.32786292,0.089,"Transit",1288
"200",2014,22.824669,0.300651,"Transit",769
"201",2016,12.61190667,0.658,"Transit",1288
"202",2016,3.56809693,0.116,"Transit",1288
"205",2014,2.382667,0.232849,"Transit",769
"206",2016,105.9564148,0.353,"Transit",1288
"207",2009,3.0927616,1.08,"Transit",18
"208",2016,15.7738221,0.201,"Transit",1288
"210",2010,3.735433,1.932,"Transit",66
"211",2012,10.338523,1.01,"Transit",54
"212",2014,6.919798,0.11241,"Transit",769
"213",2016,38.6519976,0.239,"Transit",1288
"215",2014,54.155743,0.34169,"Transit",769
"217",2016,2.57885507,0.178,"Transit",1288
"218",2016,5.99273738,0.078,"Transit",1288
"220",2015,9.32414,0.14185,"Transit",27
"221",2014,3.3118644,0.89,"Transit",769
"222",2014,21.853722,0.146311,"Transit",769
"223",2014,10.02165,1.021,"Transit",769
"224",2013,2.484193,1.27,"Transit",57
"225",2016,5.57654784,0.087,"Transit",1288
"226",2014,3.936981,0.281916,"Transit",769
"227",2014,5.470319,0.0999197,"Transit",769
"230",2016,259.33683,0.167,"Transit",1288
"231",2016,3.38353807,0.128,"Transit",1288
"232",2014,5.212333,0.0918904,"Transit",769
"233",2016,4.24153639,0.122,"Transit",1288
"234",2016,8.10501635,0.144,"Transit",1288
"238",2016,296.637865,0.567,"Transit",1288
"239",2016,3.57554956,0.077,"Transit",1288
"241",2013,11.6092567,0.138158,"Transit",57
"243",2014,6.388996,0.255152,"Transit",769
"244",2016,4.4968604,0.225,"Transit",1288
"245",2014,3.7130203,1.164,"Transit",769
"246",2016,14.20443009,0.219,"Transit",1288
"247",2016,11.62905828,0.098,"Transit",1288
"248",2016,2.5904434,0.146,"Transit",1288
"249",2014,17.340824,0.132929,"Transit",769
"250",2014,45.902733,0.118655,"Transit",769
"251",2016,8.79617863,0.178,"Transit",1288
"252",2013,2.838971,0.916,"Transit",57
"253",2012,2.79736,1.178,"Transit",54
"254",2014,49.567416,0.220359,"Transit",769
"255",2016,33.2406882,0.151,"Transit",1288
"256",2016,20.74028413,0.375,"Transit",1288
"257",2016,85.7565495,0.096,"Transit",1288
"258",2016,1.91694425,0.07,"Transit",1288
"259",2016,469.63111,0.325,"Transit",1288
"260",2016,10.35584657,0.155,"Transit",1288
"261",2014,3.306539,0.0972433,"Transit",769
"262",2014,9.289715,1.085,"Transit",769
"265",2014,8.180848,0.206977,"Transit",769
"266",2011,5.91213,0.320884,"Transit",122
"267",2014,20.17202,0.685164,"Transit",769
"268",2016,4.37034536,0.124,"Transit",1288
"269",2011,2.150008,1.789,"Transit",122
"272",2008,3.1915426,1.217,"Transit",14
"273",2016,10.3108245,0.128,"Transit",1288
"274",2016,13.2217576,0.242,"Transit",1288
"276",2014,37.993273,0.231956,"Transit",769
"277",2016,5.16950177,0.169,"Transit",1288
"278",2016,4.44448017,0.159,"Transit",1288
"279",2014,179.612,0.458519,"Transit",769
"280",2016,2.70730672,0.121,"Transit",1288
"281",2016,96.16987,0.203,"Transit",1288
"283",2014,9.024389,0.147203,"Transit",769
"284",2014,13.5708,0.223015,"Transit",769
"285",2014,4.754,0.16237,"Transit",769
"286",2016,31.80634,0.095,"Transit",1288
"287",2016,25.30292332,0.34,"Transit",1288
"289",2016,59.4970952,0.252,"Transit",1288
"290",2016,1.97376093,1.162,"Transit",1288
"291",2010,95.2738,1.05,"Transit",66
"294",2016,16.32976218,0.328,"Transit",1288
"295",2016,10.99469878,0.211,"Transit",1288
"297",2015,10.05403,0.195,"Transit",27
"298",2014,26.84768,0.290838,"Transit",769
"299",2016,10.29672521,0.184,"Transit",1288
"300",2016,13.32351601,0.119,"Transit",1288
"301",2014,6.562331,0.302436,"Transit",769
"302",2009,3.1186009,1.008,"Transit",18
"303",2014,2.240508,0.0945669,"Transit",769
"305",2013,331.60059,1.01,"Transit",57
"306",2014,15.9654,0.300624,"Transit",769
"307",2016,14.2563227,0.139,"Transit",1288
"308",2016,22.08557563,0.265,"Transit",1288
"309",2014,13.726976,0.217682,"Transit",769
"310",2016,7.84931739,0.068,"Transit",1288
"311",2016,116.331901,0.266,"Transit",1288
"312",2016,4.19449651,0.14,"Transit",1288
"313",2016,7.46725407,0.105,"Transit",1288
"314",2014,15.79186,0.211437,"Transit",769
"315",2016,0.78916165,0.094,"Transit",1288
"316",2013,138.506,0.550851,"Transit",57
"317",2014,17.326644,0.220359,"Transit",769
"318",2011,39.792187,0.178,"Transit",122
"319",2016,8.02768059,0.83,"Transit",1288
"322",2016,44.2008,0.106,"Transit",1288
"323",2012,3.6623817,1.7,"Transit",54
"324",2016,16.2950903,0.095,"Transit",1288
"325",2014,3.179997,0.139174,"Transit",769
"326",2016,201.1214,0.186,"Transit",1288
"327",2016,2.89223021,0.058,"Transit",1288
"328",2014,21.2227,0.224819,"Transit",769
"330",2011,143.343,0.784384,"Transit",122
"331",2016,2.12823928,0.062,"Transit",1288
"332",2016,18.45847097,0.189,"Transit",1288
"333",2016,4.70832654,0.75,"Transit",1288
"334",2016,1.9214374,0.122,"Transit",1288
"335",2016,76.378033,0.574,"Transit",1288
"336",2014,28.551383,0.169507,"Transit",769
"337",2016,76.13602028,0.434,"Transit",1288
"338",2016,5.72812599,0.131,"Transit",1288
"340",2016,16.73652231,0.247,"Transit",1288
"342",2016,0.84990789,0.075,"Transit",1288
"343",2016,5.94504102,0.203,"Transit",1288
"344",2014,16.85837,0.238201,"Transit",769
"345",2016,3.94963138,0.203,"Transit",1288
"346",2016,0.98494017,0.077,"Transit",1288
"347",2016,2.421848,0.0929141,"Transit",1288
"348",2016,5.26341577,0.352,"Transit",1288
"350",2016,39.4419839,0.117,"Transit",1288
"351",2016,132.9968322,0.267,"Transit",1288
"352",2016,24.58721573,0.223,"Transit",1288
"354",2012,4.9816877,1.063,"Transit",54
"355",2016,3.91795101,0.092,"Transit",1288
"356",2016,18.11472949,0.223,"Transit",1288
"357",2014,9.751962,0.189134,"Transit",769
"358",2011,4.778,0.17133,"Transit",122
"359",2016,3.9466141,0.133,"Transit",1288
"362",2012,2.694047,1.685,"Transit",54
"363",2016,15.0217983,0.126,"Transit",1288
"364",2011,0.45328509,0.0650682,"Transit",122
"365",2016,16.75255007,0.133,"Transit",1288
"368",2016,29.3494775,0.181,"Transit",1288
"369",2016,19.80792185,0.221,"Transit",1288
"372",2014,35.676062,0.297083,"Transit",769
"373",2011,7.8773565,0.187182,"Transit",122
"374",2016,1.00520701,0.097,"Transit",1288
"375",2005,3.10129,1.25,"Transit",1
"376",2014,4.57953,0.14185,"Transit",769
"377",2016,5.37886844,0.17,"Transit",1288
"380",2016,2.68505749,0.118,"Transit",1288
"381",2016,71.4517775,0.19,"Transit",1288
"382",2016,8.67888593,0.205,"Transit",1288
"383",2007,5.6334729,1.157,"Transit",10
"384",2010,3.35524,1.242,"Transit",66
"386",2016,4.75793986,0.151,"Transit",1288
"388",2014,7.8914483,1.15,"Transit",769
"389",2014,13.821375,0.156125,"Transit",769
"390",2016,3.85691855,0.09,"Transit",1288
"391",2016,133.3036741,0.241,"Transit",1288
"392",2016,47.9872764,0.246,"Transit",1288
"393",2014,20.303005,0.175752,"Transit",769
"396",2014,4.662715,0.420198,"Transit",769
"398",2015,2.7347749,1.533,"Transit",27
"399",2016,2.22649109,0.214,"Transit",1288
"400",2016,2.53573424,0.109,"Transit",1288
"401",2016,19.1187753,0.158,"Transit",1288
"403",2011,19.57706,0.0918085,"Transit",122
"404",2014,17.790037,0.251584,"Transit",769
"406",2016,0.63133235,0.13,"Transit",1288
"407",2014,7.693641,0.209653,"Transit",769
"408",2014,7.055679,0.198947,"Transit",769
"409",2011,18.6489525,0.257599,"Transit",122
"410",2011,10.3039,0.1604,"Transit",122
"412",2011,13.722341,0.199661,"Transit",122
"413",2011,31.3309,0.436759,"Transit",122
"414",2016,8.05333618,0.099,"Transit",1288
"416",2014,5.690586,0.261397,"Transit",769
"417",2013,2.07276,1.13,"Transit",57
"418",2010,4.885525,1.478,"Transit",66
"420",2016,30.36044667,0.981,"Transit",1288
"421",2010,2.3412127,1.3,"Transit",66
"422",2011,5.723186,1.107,"Transit",122
"423",2012,105.595,0.387735,"Transit",54
"424",2016,4.14702026,0.624,"Transit",1288
"427",2014,12.610584,0.136497,"Transit",769
"430",2016,6.77408868,0.238,"Transit",1288
"431",2014,52.09059,0.653,"Transit",769
"432",2014,125.596809,0.263181,"Transit",769
"435",2016,11.12830484,0.439,"Transit",1288
"436",2016,4.301662,0.219,"Transit",1288
"437",2016,65.6478424,0.198,"Transit",1288
"438",2010,4.8878162,0.422,"Transit",66
"439",2014,2.42629,0.127576,"Transit",769
"440",2014,4.166972,0.208761,"Transit",769
"441",2016,40.6994443,0.333,"Transit",1288
"442",2014,8.25978,0.120439,"Transit",769
"444",2016,42.913751,0.241,"Transit",1288
"445",2014,6.252972,0.196271,"Transit",769
"446",2016,6.07972888,0.163,"Transit",1288
"447",2014,10.104665,0.120439,"Transit",769
"448",2016,1.31155557,0.113,"Transit",1288
"449",2016,8.1934719,0.136,"Transit",1288
"451",2014,2.50806,0.313113,"Transit",769
"452",2014,8.990889,0.231956,"Transit",769
"453",2014,17.934937,0.122223,"Transit",769
"454",2016,26.0840594,0.154,"Transit",1288
"456",2014,33.197861,0.164154,"Transit",769
"457",2016,7.20283653,0.329,"Transit",1288
"459",2016,3.744439,0.097,"Transit",1288
"460",2014,46.827915,0.215006,"Transit",769
"462",2014,18.746477,0.223035,"Transit",769
"463",2016,2.82019241,0.213,"Transit",1288
"464",2012,3.89713,1.29,"Transit",54
"465",2014,40.806231,0.297083,"Transit",769
"466",2016,25.85501786,0.231,"Transit",1288
"467",2016,3.70598955,0.238,"Transit",1288
"468",2016,84.5733226,0.255,"Transit",1288
"469",2014,12.465988,0.523686,"Transit",769
"470",2014,2.024152,0.177536,"Transit",769
"472",2016,54.5094166,0.153,"Transit",1288
"473",2016,51.84688575,0.774,"Transit",1288
"474",2016,1.10446351,0.151,"Transit",1288
"475",2014,7.953528,0.196271,"Transit",769
"476",2016,13.24934059,0.24,"Transit",1288
"478",2014,10.475464,0.174859,"Transit",769
"480",2016,19.9400874,0.266,"Transit",1288
"481",2016,18.0540381,0.131,"Transit",1288
"482",2014,11.932125,0.182889,"Transit",769
"483",2007,3.056536,1.274,"Transit",10
"484",2016,3.51576315,0.11,"Transit",1288
"485",2016,3.2432598,1.286,"Transit",1288
"486",2011,4.124481,1.024,"Transit",122
"487",2016,6.83437001,0.079,"Transit",1288
"488",2016,16.8601286,0.178,"Transit",1288
"489",2016,12.2854603,0.231,"Transit",1288
"490",2014,30.864423,0.213222,"Transit",769
"491",2016,9.66857723,0.178,"Transit",1288
"492",2014,11.379349,0.34169,"Transit",769
"493",2016,11.35011917,0.194,"Transit",1288
"494",2014,6.511127,0.237309,"Transit",769
"495",2014,15.955387,0.173967,"Transit",769
"496",2016,45.1263042,0.232,"Transit",1288
"497",2016,1.49514952,0.079,"Transit",1288
"499",2016,28.5057189,0.252,"Transit",1288
"502",2016,37.6467384,0.195,"Transit",1288
"503",2016,11.29695137,0.152,"Transit",1288
"504",2012,3.1260876,1.16,"Transit",54
"505",2016,32.2968798,0.157,"Transit",1288
"506",2016,39.64317811,0.948,"Transit",1288
"507",2010,3.52563254,1.08,"Transit",66
"508",2016,1.44259224,0.228,"Transit",1288
"509",2016,89.722292,0.175,"Transit",1288
"512",2016,10.10769068,0.147,"Transit",1288
"513",2014,12.162701,0.14185,"Transit",769
"514",2016,41.43962808,0.422,"Transit",1288
"515",2016,3.41303622,0.467,"Transit",1288
"516",2014,24.08821,0.0990276,"Transit",769
"517",2011,1.4857108,1.33,"Transit",122
"519",2011,3.474474,1.686,"Transit",122
"520",2016,21.81293494,0.277,"Transit",1288
"521",2016,16.301259,0.109,"Transit",1288
"522",2016,26.7839183,0.172,"Transit",1288
"523",2016,30.8638931,0.258,"Transit",1288
"524",2014,34.260281,0.212329,"Transit",769
"525",2016,2.78815679,0.08,"Transit",1288
"526",2016,3.87595807,0.069,"Transit",1288
"527",2016,11.41909375,0.249,"Transit",1288
"528",2016,20.16034462,0.145,"Transit",1288
"529",2016,6.69960006,0.114,"Transit",1288
"532",2016,18.00931444,0.465,"Transit",1288
"533",2016,10.35863224,0.149,"Transit",1288
"534",2016,21.3587621,0.248,"Transit",1288
"535",2016,33.469743,0.181,"Transit",1288
"537",2016,3.27646405,0.162,"Transit",1288
"538",2016,60.866168,0.159,"Transit",1288
"539",2014,6.057342,0.159693,"Transit",769
"540",2014,13.5405,0.199839,"Transit",769
"542",2016,6.02930132,0.274,"Transit",1288
"543",2014,15.38231,0.192702,"Transit",769
"544",2012,1.43037,1.31,"Transit",54
"545",2016,14.13176026,0.254,"Transit",1288
"546",2014,1.732342,0.117763,"Transit",769
"547",2016,40.9903986,0.181,"Transit",1288
"548",2016,12.12400943,0.202,"Transit",1288
"549",2016,3.10550819,0.222,"Transit",1288
"550",2016,8.40691199,0.103,"Transit",1288
"552",2016,10.94027841,0.199,"Transit",1288
"553",2014,8.5234865,0.942,"Transit",769
"554",2014,36.445171,0.173967,"Transit",769
"555",2016,10.45843441,0.119,"Transit",1288
"556",2014,10.349695,0.109733,"Transit",769
"557",2016,15.65562652,0.253,"Transit",1288
"558",2014,7.810937,0.0936747,"Transit",769
"559",2014,41.008011,0.202516,"Transit",769
"560",2014,9.939632,0.119547,"Transit",769
"561",2014,17.232366,0.262289,"Transit",769
"562",2016,4.33946454,0.149,"Transit",1288
"563",2014,8.371554,0.101704,"Transit",769
"564",2007,4.4652934,1.242,"Transit",10
"565",2014,129.9459,0.098939,"Transit",769
"566",2016,37.3229493,0.177,"Transit",1288
"567",2014,25.672083,0.219467,"Transit",769
"568",2009,2.4855335,1.61,"Transit",18
"569",2011,8.0109434,0.187182,"Transit",122
"570",2016,49.6077331,0.175,"Transit",1288
"571",2014,25.762294,0.24177,"Transit",769
"572",2016,38.1312831,0.17,"Transit",1288
"573",2016,76.957857,0.165,"Transit",1288
"574",2014,19.986326,0.236417,"Transit",769
"575",2016,25.369116,0.135,"Transit",1288
"576",2016,1.41122985,0.13,"Transit",1288
"577",2016,10.04556931,0.203,"Transit",1288
"578",2014,8.436387,0.131145,"Transit",769
"579",2014,17.91323,0.107057,"Transit",769
"580",2016,18.1373829,0.102,"Transit",1288
"581",2014,5.925003,0.278348,"Transit",769
"583",2016,4.69500134,0.127,"Transit",1288
"584",2016,12.05707239,0.176,"Transit",1288
"585",2010,3.53269,1.12,"Transit",66
"586",2016,38.47875707,1.19,"Transit",1288
"587",2016,22.24813967,0.228,"Transit",1288
"588",2016,7.25844721,0.559,"Transit",1288
"589",2007,2.1522254,1.077,"Transit",10
"590",2014,5.341853,0.089214,"Transit",769
"591",2014,9.439452,0.364885,"Transit",769
"592",2016,6.14727918,0.071,"Transit",1288
"594",2014,5.217738,0.0794005,"Transit",769
"595",2011,60.3231,1.09635,"Transit",122
"596",2014,3.763024,0.130252,"Transit",769
"598",2011,4.3176782,1.22,"Transit",122
"599",2014,135.498527,0.551343,"Transit",769
"601",2016,3.26869515,1.039,"Transit",1288
"602",2016,31.1750448,0.138,"Transit",1288
"603",2016,161.4743937,0.284,"Transit",1288
"604",2014,2.68432848,1.2,"Transit",769
"605",2011,3.21222,1.08,"Transit",122
"607",2016,10.65276707,0.204,"Transit",1288
"608",2016,24.7576421,0.262,"Transit",1288
"609",2014,3.40883,1.213,"Transit",769
"610",2014,2.795906,0.152556,"Transit",769
"611",2009,0.85359163,0.143989,"Transit",18
"612",2016,22.4764425,0.148,"Transit",1288
"614",2016,35.1810304,0.376,"Transit",1288
"615",2016,20.83424726,0.252,"Transit",1288
"616",2014,35.118736,0.246231,"Transit",769
"617",2016,1.11854972,0.095,"Transit",1288
"618",2014,9.576694,0.258721,"Transit",769
"619",2016,13.68237119,0.145,"Transit",1288
"620",2014,33.416423,0.21679,"Transit",769
"621",2016,2.89221751,0.111,"Transit",1288
"622",2016,16.5861762,0.135,"Transit",1288
"623",2013,3.446459,1.302,"Transit",57
"624",2016,0.97191543,0.064,"Transit",1288
"625",2014,28.906009,0.0624498,"Transit",769
"626",2001,111.4367,1.029,"RV",13
"627",2016,5.01423457,1.335,"Transit",1288
"628",2014,16.709184,0.189134,"Transit",769
"629",2016,23.2382792,0.15,"Transit",1288
"630",2011,2.455239,0.96,"Transit",122
"631",2011,5.398763,0.205901,"Transit",122
"632",2016,8.49642241,0.186,"Transit",1288
"633",2016,16.01310205,0.232,"Transit",1288
"634",2016,98.7180406,0.801,"Transit",1288
"635",2014,9.694928,0.189134,"Transit",769
"636",2012,2.17517656,1.7,"Transit",54
"637",2014,190.323494,0.729771,"Transit",769
"639",2016,44.96417488,0.19,"Transit",1288
"640",2014,107.723601,0.347043,"Transit",769
"641",2016,78.1000231,0.284,"Transit",1288
"642",2016,16.22371307,0.135,"Transit",1288
"644",2016,8.63043276,0.148,"Transit",1288
"645",2014,56.228098,0.223927,"Transit",769
"646",2016,7.97419807,0.17,"Transit",1288
"648",2014,20.306546,0.146311,"Transit",769
"649",2014,4.362705,0.145419,"Transit",769
"650",2014,19.446355,0.270319,"Transit",769
"651",2014,21.869741,0.140958,"Transit",769
"653",2016,5.74347727,0.298,"Transit",1288
"654",2014,45.348269,0.100812,"Transit",769
"655",2016,4.12554687,0.431,"Transit",1288
"656",2016,14.37508035,0.153,"Transit",1288
"658",2016,10.37168453,0.259,"Transit",1288
"660",2016,7.16892463,0.151,"Transit",1288
"661",2016,7.74809437,0.531,"Transit",1288
"662",2016,15.0330105,0.107,"Transit",1288
"663",2016,87.9732136,0.316,"Transit",1288
"664",2016,51.300634,0.256,"Transit",1288
"666",2015,24.6454,0.157,"Transit",27
"668",2016,13.24503188,0.145,"Transit",1288
"669",2016,8.73485836,0.162,"Transit",1288
"670",2014,31.805174,0.244446,"Transit",769
"671",2011,38.5583038,0.282556,"Transit",122
"672",2016,2.23749275,0.119,"Transit",1288
"673",2016,11.01816836,0.227,"Transit",1288
"674",2014,4.915379,0.157909,"Transit",769
"675",2016,81.4162941,0.351,"Transit",1288
"676",2014,8.921099,0.123115,"Transit",769
"677",2014,10.558345,0.10438,"Transit",769
"678",2014,0.6693109,0.095459,"Transit",769
"679",2016,1.22486632,0.1,"Transit",1288
"680",2007,1.30619,1.336,"Transit",10
"681",2014,2.061897,0.14988,"Transit",769
"683",2016,3.04033042,0.822,"Transit",1288
"684",2011,45.29485,0.209653,"Transit",122
"686",2016,53.5293487,0.217,"Transit",1288
"687",2014,36.924931,0.240878,"Transit",769
"688",2010,3.6001053,0.0367,"Transit",66
"689",2016,8.60010411,0.394,"Transit",1288
"690",2014,9.653471,0.245339,"Transit",769
"691",2014,30.826557,0.278348,"Transit",769
"692",2014,44.699576,0.280132,"Transit",769
"694",2014,3.162697,0.22928,"Transit",769
"695",2016,4.46975774,0.206,"Transit",1288
"696",2010,3.234723,1.323,"Transit",66
"697",2016,5.64067757,0.384,"Transit",1288
"698",2014,20.050401,0.206084,"Transit",769
"700",2014,34.060467,0.242662,"Transit",769
"701",2014,16.725948,0.110625,"Transit",769
"702",2015,3.0440499,1.212,"Transit",27
"703",2016,3.70921385,0.112,"Transit",1288
"704",2016,5.94566534,0.112,"Transit",1288
"705",2016,117.9310878,0.93,"Transit",1288
"707",2014,2.927128,0.117763,"Transit",769
"708",2016,14.878296,0.156,"Transit",1288
"709",2016,99.2530951,0.158,"Transit",1288
"710",2014,91.353282,0.160585,"Transit",769
"711",2014,15.274299,0.196271,"Transit",769
"712",2016,6.92101021,0.144,"Transit",1288
"713",2013,10.423648,0.3937,"Transit",57
"714",2013,2.184673,1.21,"Transit",57
"715",2016,5.62153941,0.113,"Transit",1288
"717",2012,8.726,0.203,"Transit",54
"718",2016,23.20584623,0.424,"Transit",1288
"719",2011,4.234516,0.565,"Transit",122
"720",2016,15.0540329,0.149,"Transit",1288
"721",2014,20.834237,0.209653,"Transit",769
"722",2016,2.3432319,0.105,"Transit",1288
"723",2016,1.28958811,0.13,"Transit",1288
"724",2011,6.098493,0.0773688,"Transit",122
"725",2014,19.850242,0.203408,"Transit",769
"727",2016,3.89593684,0.871,"Transit",1288
"728",2011,18.16406,0.173812,"Transit",122
"729",2016,7.411141,0.221,"Transit",1288
"731",2013,54.32031,0.5978,"Transit",57
"732",2016,4.09357325,0.235,"Transit",1288
"733",2016,11.72292176,0.2,"Transit",1288
"734",2016,12.98495573,0.159,"Transit",1288
"735",2016,4.89337519,0.14,"Transit",1288
"736",2016,5.77721211,0.153,"Transit",1288
"737",2016,8.0472642,0.213,"Transit",1288
"738",2014,77.473633,0.223035,"Transit",769
"739",2014,5.326718,0.220359,"Transit",769
"740",2014,6.308205,0.269426,"Transit",769
"742",2016,3.3004192,0.155,"Transit",1288
"743",2016,10.57,2.37,"Transit",1288
"747",2016,12.5720095,0.106,"Transit",1288
"748",2016,27.07237711,0.194,"Transit",1288
"749",2014,4.309427,0.13739,"Transit",769
"750",2016,1.93155984,0.211,"Transit",1288
"751",2016,213.257663,0.277,"Transit",1288
"752",2010,2.99433,1.43,"Transit",66
"753",2014,14.871572,0.125792,"Transit",769
"754",2014,41.809118,0.192702,"Transit",769
"755",2016,0.63642408,0.115,"Transit",1288
"756",2014,4.081423,0.082969,"Transit",769
"757",2010,177.6693,0.20787,"Transit",66
"758",2016,3.48159251,0.099,"Transit",1288
"759",2016,27.5722742,0.173,"Transit",1288
"760",2014,15.054786,0.165938,"Transit",769
"761",2004,2.64385,0.3767,"RV",21
