"","DATE","PERIOD","R","PLANETDISCMETH","numPlanets"
"1452",2016,144.547396,0.226,"Transit",1288
"1453",2014,4.134444,0.240878,"Transit",769
"1455",2011,10.7421,0.28523,"Transit",122
"1456",2016,4.16809082,0.14,"Transit",1288
"1457",2016,92.4362973,0.271,"Transit",1288
"1458",2014,16.092361,0.0669105,"Transit",769
"1459",2016,8.70419416,0.273,"Transit",1288
"1460",2016,3.50470358,0.061,"Transit",1288
"1461",2016,6.10826019,0.112,"Transit",1288
"1463",2014,23.22182,0.180212,"Transit",769
"1464",2011,1.2137672,0.0695249,"Transit",122
"1465",2016,21.21708973,0.256,"Transit",1288
"1466",2014,16.257582,0.0972433,"Transit",769
"1467",2014,5.841648,0.19181,"Transit",769
"1468",2016,12.25383217,0.09,"Transit",1288
"1469",2016,7.02573474,0.13,"Transit",1288
"1470",2016,5.28789787,0.56,"Transit",1288
"1471",2014,4.612696,0.140066,"Transit",769
"1472",2016,3.69298373,0.178,"Transit",1288
"1473",2009,2.91625,1.281,"Transit",18
"1474",2014,4.311792,0.246231,"Transit",769
"1475",2015,17.8552333,1.43,"Transit",27
"1477",2010,19.243158,0.842,"Transit",66
"1478",2016,6.2216147,0.154,"Transit",1288
"1479",2016,0.69384285,0.054,"Transit",1288
"1480",2016,6.1799844,0.212,"Transit",1288
"1481",2016,23.9109011,0.198,"Transit",1288
"1483",2016,18.6051942,0.18,"Transit",1288
"1484",2016,37.6327084,0.219,"Transit",1288
"1485",2016,55.6738309,0.186,"Transit",1288
"1486",2014,87.648901,0.406816,"Transit",769
"1487",2014,58.034616,0.168615,"Transit",769
"1488",2014,14.667108,0.157909,"Transit",769
"1489",2014,49.183921,0.771701,"Transit",769
"1490",2016,8.36086824,0.289,"Transit",1288
"1491",2016,21.1284569,0.132,"Transit",1288
"1492",2016,7.12811928,0.117,"Transit",1288
"1493",2016,1.68189002,0.087,"Transit",1288
"1494",2016,1.5184299,0.186,"Transit",1288
"1495",2016,62.9228557,0.226,"Transit",1288
"1496",2014,17.265427,0.118655,"Transit",769
"1497",2016,6.96710269,0.242,"Transit",1288
"1498",2014,3.410493,0.0651262,"Transit",769
"1499",2014,20.729042,0.180212,"Transit",769
"1500",2014,17.738506,0.165938,"Transit",769
"1502",2014,3.341815,0.140958,"Transit",769
"1503",2016,3.72873109,0.583,"Transit",1288
"1504",2016,134.2527298,0.302,"Transit",1288
"1505",2016,3.81371974,0.138,"Transit",1288
"1506",2016,5.70940492,0.151,"Transit",1288
"1508",2014,3.340222,0.198947,"Transit",769
"1509",2016,9.705716,0.117,"Transit",1288
"1511",2011,9.67395,0.24177,"Transit",122
"1512",2014,5.188549,0.11241,"Transit",769
"1513",2013,11.9016171,0.227293,"Transit",57
"1514",2016,7.03902374,0.265,"Transit",1288
"1515",2015,2.85057,0.9,"Transit",27
"1516",2016,5.03251791,0.183,"Transit",1288
"1517",2011,6.790123,1.136,"Transit",122
"1518",2014,7.21205,0.313141,"Transit",769
"1519",2016,2.10433812,0.046,"Transit",1288
"1520",2016,8.83922659,0.128,"Transit",1288
"1521",2010,4.03519,0.885,"Transit",66
"1525",2012,5.452654,1.197,"Transit",54
"1526",2016,13.72465129,0.185,"Transit",1288
"1527",2010,704.1984,0.379,"Transit",66
"1528",2016,18.5525701,0.235,"Transit",1288
"1530",2011,20.8613,0.383278,"Transit",122
"1531",2012,12.513,0.194,"Transit",54
"1532",2016,7.6847716,0.131,"Transit",1288
"1533",2016,0.81316672,0.106,"Transit",1288
"1534",2014,47.903645,0.250691,"Transit",769
"1535",2016,1.21699766,0.146,"Transit",1288
"1537",2010,6.803,0.0696,"Transit",66
"1538",2016,1.13854338,0.099,"Transit",1288
"1539",2014,16.239494,0.363101,"Transit",769
"1540",2016,10.06082567,0.223,"Transit",1288
"1543",2016,3.65691115,0.132,"Transit",1288
"1544",2014,92.743711,0.16237,"Transit",769
"1545",2011,2.810595,1.34,"Transit",122
"1546",2010,110.979,0.156,"Transit",66
"1547",2016,40.5286413,0.303,"Transit",1288
"1548",2016,3.51749439,0.122,"Transit",1288
"1549",2014,30.133001,0.247123,"Transit",769
"1550",2014,2.711506,0.330092,"Transit",769
"1551",2013,13.367308,0.0270078,"Transit",57
"1552",2014,10.423118,0.0981354,"Transit",769
"1554",2016,23.6225913,0.068,"Transit",1288
"1555",2016,14.4273551,0.106,"Transit",1288
"1556",2011,3.257215,1.212,"Transit",122
"1557",2016,5.66067294,0.273,"Transit",1288
"1558",2014,12.247629,0.174859,"Transit",769
"1560",2016,328.2399546,0.999,"Transit",1288
"1561",2014,32.134328,0.146311,"Transit",769
"1563",2014,1.0187074,1.3,"Transit",769
"1564",2014,37.866281,0.12936,"Transit",769
"1565",2016,10.62784997,0.233,"Transit",1288
"1566",2014,22.407793,0.113201,"Transit",769
"1567",2014,13.093921,0.206977,"Transit",769
"1568",2016,33.4177993,0.3,"Transit",1288
"1569",2014,14.172327,0.159693,"Transit",769
"1570",2016,0.99166527,0.097,"Transit",1288
"1573",2016,20.5533844,0.335,"Transit",1288
"1576",2013,5.01718,1.37,"Transit",57
"1577",2016,6.8834055,0.244,"Transit",1288
"1578",2016,3.38555488,0.136,"Transit",1288
"1579",2016,13.89961966,0.223,"Transit",1288
"1580",2016,138.9442,0.227,"Transit",1288
"1581",2016,19.32952416,0.221,"Transit",1288
"1582",2014,9.767292,0.182889,"Transit",769
"1583",2016,3.21982106,0.156,"Transit",1288
"1584",2016,0.76212926,0.071,"Transit",1288
"1585",2014,5.47666,0.164154,"Transit",769
"1586",2016,0.58800076,0.095,"Transit",1288
"1587",2014,30.160546,0.363101,"Transit",769
"1589",2016,55.63934,0.269,"Transit",1288
"1590",2016,8.23984869,0.154,"Transit",1288
"1591",2016,0.67564949,0.147,"Transit",1288
"1592",2014,5.687945,0.183781,"Transit",769
"1593",2016,15.1410397,0.175,"Transit",1288
"1595",2016,8.82713457,0.175,"Transit",1288
"1596",2016,43.3167737,0.235,"Transit",1288
"1597",2016,9.69312032,0.237,"Transit",1288
"1598",2014,7.972513,0.322955,"Transit",769
"1599",2010,66.65062,0.19092,"Transit",66
"1600",2014,29.022358,0.222143,"Transit",769
"1603",2016,3.97599768,0.1,"Transit",1288
"1604",2016,9.7678805,0.184,"Transit",1288
"1605",2011,10.854092,0.273643,"Transit",122
"1606",2016,226.89047,0.433,"Transit",1288
"1607",2012,49.514,0.265621,"Transit",54
"1608",2016,8.22241966,0.229,"Transit",1288
"1609",2014,3.621457,0.0838612,"Transit",769
"1610",2016,1.26909037,0.157,"Transit",1288
"1611",2014,4.028751,0.108841,"Transit",769
"1612",2014,8.187399,0.17932,"Transit",769
"1613",2014,9.946047,0.26675,"Transit",769
"1614",2016,9.42887179,0.274,"Transit",1288
"1616",2016,12.00096042,0.168,"Transit",1288
"1617",2013,267.291,0.12568,"Transit",57
"1618",2016,7.97034958,0.191,"Transit",1288
"1619",2014,4.763387,0.912,"Transit",769
"1621",2013,8.9193459,0.220162,"Transit",57
"1622",2016,1.22621732,0.078,"Transit",1288
"1623",2016,5.83598311,0.175,"Transit",1288
"1624",2014,34.989262,0.117763,"Transit",769
"1626",2016,225.582809,0.269,"Transit",1288
"1627",2010,8.703,0.0609,"Transit",66
"1630",2016,7.63846023,0.101,"Transit",1288
"1631",2014,60.418955,0.24177,"Transit",769
"1633",2016,9.08237046,0.125,"Transit",1288
"1634",2016,1.76678906,0.154,"Transit",1288
"1636",2014,13.969457,0.15434,"Transit",769
"1637",2011,5.005425,1.07,"Transit",122
"1638",2016,25.9422033,0.172,"Transit",1288
"1639",2004,1.4324757,1.093,"Transit",4
"1640",2014,13.121632,0.161477,"Transit",769
"1641",2011,1.855558,0.841,"Transit",122
"1642",2016,13.71933369,0.213,"Transit",1288
"1643",2016,3.77360059,0.136,"Transit",1288
"1644",2016,14.55731705,0.364,"Transit",1288
"1645",2014,11.476094,0.17932,"Transit",769
"1647",2016,18.01621096,0.22,"Transit",1288
"1648",2016,2.6157554,0.107,"Transit",1288
"1650",2016,5.85296257,0.359,"Transit",1288
"1651",2016,7.42693741,0.136,"Transit",1288
"1652",2016,394.6244904,0.637,"Transit",1288
"1654",2010,35.23319,0.0999205,"Transit",66
"1655",2016,0.84338011,0.123,"Transit",1288
"1657",2016,13.1829642,0.162,"Transit",1288
"1658",2016,0.68368426,0.126,"Transit",1288
"1659",2016,3.63899398,0.126,"Transit",1288
"1660",2016,10.60052251,0.086,"Transit",1288
"1661",2016,96.9151496,0.203,"Transit",1288
"1662",2016,17.20523483,0.23,"Transit",1288
"1663",2016,4.34195123,0.085,"Transit",1288
"1664",2016,18.87064068,0.233,"Transit",1288
"1665",2016,8.6893073,0.26,"Transit",1288
"1667",2016,6.41251504,0.325,"Transit",1288
"1669",2012,8.306,0.176,"Transit",54
"1670",2016,7.71468975,0.237,"Transit",1288
"1671",2016,3.35183158,0.172,"Transit",1288
"1672",2016,9.37891944,0.213,"Transit",1288
"1673",2014,32.273273,0.22928,"Transit",769
"1674",2014,23.637604,0.277456,"Transit",769
"1675",2014,2.940309,0.209653,"Transit",769
"1676",2014,14.788759,0.265858,"Transit",769
"1677",2010,11.922,0.101,"Transit",66
"1678",2016,2.97041437,0.17,"Transit",1288
"1679",2016,1.5690665,0.141,"Transit",1288
"1680",2014,3.289672,0.147203,"Transit",769
"1681",2016,12.94130146,0.191,"Transit",1288
"1682",2014,4.60182,0.208761,"Transit",769
"1683",2014,12.79836,0.175752,"Transit",769
"1685",2014,8.586004,0.165046,"Transit",769
"1687",2016,7.61760804,0.102,"Transit",1288
"1688",2016,48.051405,0.119,"Transit",1288
"1689",2014,47.318218,0.19181,"Transit",769
"1690",2014,6.885875,0.236417,"Transit",769
"1691",2016,24.1738579,0.219,"Transit",1288
"1692",2015,2.465295,1.412,"Transit",27
"1693",2016,18.68404933,0.235,"Transit",1288
"1694",2014,8.408878,0.210545,"Transit",769
"1695",2016,42.3514267,0.373,"Transit",1288
"1696",2016,7.40742793,0.225,"Transit",1288
"1697",2014,52.661793,0.199839,"Transit",769
"1698",2014,7.410935,0.089214,"Transit",769
"1699",2016,16.87727414,0.227,"Transit",1288
"1700",2014,36.065978,0.22928,"Transit",769
"1701",2016,11.72012266,0.856,"Transit",1288
"1702",2013,1.3600309,1.21,"Transit",57
"1703",2014,10.945723,0.243554,"Transit",769
"1704",2014,34.763278,0.168615,"Transit",769
"1705",2016,4.45419434,1.07,"Transit",1288
"1706",2004,0.736546,0.185565,"RV",21
"1708",2016,5.72717226,0.117,"Transit",1288
"1710",2011,1.76358799,1.406,"Transit",122
"1711",2016,7.23400469,0.178,"Transit",1288
"1712",2016,6.42200058,0.156,"Transit",1288
"1713",2016,15.3787546,0.143,"Transit",1288
"1714",2016,29.9633247,0.175,"Transit",1288
"1715",2016,0.67933627,0.128,"Transit",1288
"1717",2014,96.678988,0.352395,"Transit",769
"1718",2016,2.00541269,0.057,"Transit",1288
"1719",2016,198.680179,0.201,"Transit",1288
"1720",2014,1.772419,0.115086,"Transit",769
"1721",2014,5.03503,0.125792,"Transit",769
"1722",2016,3.74032496,0.136,"Transit",1288
"1723",2014,5.195528,0.105273,"Transit",769
"1724",2014,19.738286,0.127576,"Transit",769
"1725",2016,25.4338197,0.165,"Transit",1288
"1727",2010,8.158715,1.038,"Transit",66
"1729",2014,62.303276,0.263181,"Transit",769
"1730",2014,12.758005,0.127576,"Transit",769
"1731",2016,20.310501,0.232,"Transit",1288
"1732",2014,20.053763,0.186457,"Transit",769
"1733",2014,14.435889,0.1249,"Transit",769
"1736",2011,15.3348,0.356538,"Transit",122
"1737",2014,2.453234,0.262289,"Transit",769
"1738",2011,6.87349,1.17,"Transit",122
"1739",2014,11.463462,0.228388,"Transit",769
"1740",2014,22.92881,0.172183,"Transit",769
"1741",2014,17.28111,0.164154,"Transit",769
"1742",2016,175.138819,0.252,"Transit",1288
"1743",2016,29.91136794,0.292,"Transit",1288
"1744",2016,12.49341307,0.189,"Transit",1288
"1745",2016,4.59489604,0.134,"Transit",1288
"1747",2014,8.129976,0.157017,"Transit",769
"1748",2016,104.3518976,0.119,"Transit",1288
"1749",2016,8.39846269,0.227,"Transit",1288
"1750",2015,3.3564227,1.04,"Transit",27
"1751",2012,3.54387,1.571,"Transit",54
"1752",2010,2.7566,1.32,"Transit",66
"1753",2016,17.44490636,0.219,"Transit",1288
"1754",2013,2.9036747,1.5,"Transit",57
"1757",2014,19.747412,0.281024,"Transit",769
"1758",2003,1.211909,1.363,"Transit",1
"1759",2016,3.70987065,0.368,"Transit",1288
"1760",2016,4.48758907,0.112,"Transit",1288
"1761",2014,7.824904,0.114194,"Transit",769
"1762",2016,8.18504949,0.113,"Transit",1288
"1763",2014,76.732171,0.27924,"Transit",769
"1764",2016,186.404271,0.141,"Transit",1288
"1765",2016,10.3507721,0.179,"Transit",1288
"1766",2014,30.092568,0.150772,"Transit",769
"1767",2014,4.973456,0.205192,"Transit",769
"1769",2014,14.613612,0.118655,"Transit",769
"1770",2014,16.399235,0.177536,"Transit",769
"1771",2016,24.7543966,0.161,"Transit",1288
"1772",2010,64.00205,0.243556,"Transit",66
"1773",2016,4.56380468,0.11,"Transit",1288
"1774",2016,174.509835,0.283,"Transit",1288
"1775",2013,2.705785,1.67,"Transit",57
"1776",2016,16.10467749,0.189,"Transit",1288
"1777",2016,28.59915399,0.175,"Transit",1288
"1778",2016,7.76846622,0.165,"Transit",1288
"1779",2016,13.47469571,0.208,"Transit",1288
"1780",2016,2.61703254,0.145,"Transit",1288
"1782",2016,3.57320367,0.539,"Transit",1288
"1783",2016,4.7683049,0.164,"Transit",1288
"1784",2016,20.9568158,0.255,"Transit",1288
"1785",2014,5.885273,0.118655,"Transit",769
"1787",2016,68.8861915,0.119,"Transit",1288
"1788",2014,11.131786,0.107057,"Transit",769
"1789",2014,29.221289,0.157909,"Transit",769
"1790",2014,37.054919,0.272995,"Transit",769
"1794",2016,2.85313364,0.112,"Transit",1288
"1795",2016,1.45088691,0.093,"Transit",1288
"1796",2013,23.342989,1.027,"Transit",57
"1797",2014,6.791636,0.0918904,"Transit",769
"1799",2016,2.14463285,1.492,"Transit",1288
"1800",2009,3.92289,1.4,"Transit",18
"1801",2014,17.833648,0.258635,"Transit",769
"1802",2011,31.7844,0.358929,"Transit",122
"1803",2016,160.129918,0.426,"Transit",1288
"1804",2016,25.0824626,0.174,"Transit",1288
"1805",2016,66.4162133,0.349,"Transit",1288
"1806",2016,3.0255955,0.132,"Transit",1288
"1807",2014,17.406669,0.271211,"Transit",769
"1808",2014,17.784129,0.146311,"Transit",769
"1809",2016,39.8189932,0.166,"Transit",1288
"1810",2011,9.2869944,0.197074,"Transit",122
"1811",2014,8.457458,0.0909983,"Transit",769
"1812",2014,13.699087,0.322063,"Transit",769
"1813",2016,3.70175428,0.134,"Transit",1288
"1814",2014,3.071571,0.133821,"Transit",769
"1815",2014,12.699149,0.199839,"Transit",769
"1816",2014,2.248329,0.135605,"Transit",769
"1817",2016,54.4092333,0.15,"Transit",1288
"1818",2016,7.25931979,0.156,"Transit",1288
"1819",2016,34.1731714,0.185,"Transit",1288
"1822",2014,10.222157,0.14185,"Transit",769
"1823",2014,11.5231,0.305112,"Transit",769
"1824",2016,33.42035034,0.194,"Transit",1288
"1825",2014,4.807091,0.17932,"Transit",769
"1826",2013,91.93913,0.237,"Transit",57
"1827",2016,6.88337562,0.188,"Transit",1288
"1828",2014,15.368459,0.140066,"Transit",769
"1829",2016,10.11716531,0.317,"Transit",1288
"1831",2016,13.62798432,0.202,"Transit",1288
"1833",2013,4.3050011,0.86,"Transit",57
"1834",2016,3.02166863,0.158,"Transit",1288
"1835",2016,42.3004954,0.251,"Transit",1288
"1836",2014,4.60358,0.132037,"Transit",769
"1837",2016,3.93766373,0.124,"Transit",1288
"1838",2016,18.82747265,0.251,"Transit",1288
"1839",2014,5.774464,0.0660184,"Transit",769
"1841",2016,3.77059058,0.177,"Transit",1288
"1842",2016,4.22162536,0.235,"Transit",1288
"1843",2016,47.0319479,0.168,"Transit",1288
"1844",2014,6.941357,0.234633,"Transit",769
"1845",2016,210.630591,0.321,"Transit",1288
"1846",2014,18.870227,0.260505,"Transit",769
"1847",2016,6.6513802,0.237,"Transit",1288
"1848",2016,23.198681,0.177,"Transit",1288
"1850",2016,125.63243,0.747,"Transit",1288
"1851",2016,0.92103214,0.099,"Transit",1288
"1852",2014,13.233549,0.273887,"Transit",769
"1853",2015,3.799847,0.944,"Transit",27
"1855",2016,0.92785982,0.182,"Transit",1288
"1856",2016,2.93658468,0.128,"Transit",1288
"1857",2014,46.90232,0.225711,"Transit",769
"1859",2016,7.65880414,0.213,"Transit",1288
"1860",2016,14.16399294,0.222,"Transit",1288
"1861",2014,21.526258,0.10438,"Transit",769
"1863",2010,10.863502,1.072,"Transit",66
"1864",2014,18.998355,0.248015,"Transit",769
"1865",2000,3.52474859,1.359,"RV",19
"1866",2016,3.16635371,0.319,"Transit",1288
"1868",2015,44.5631,0.139,"Transit",27
"1870",2016,5.8706191,0.133,"Transit",1288
"1872",2016,5.94220998,0.11,"Transit",1288
"1874",2012,51.538,0.477,"Transit",54
"1875",2016,2.88890485,0.149,"Transit",1288
"1876",2016,27.4785572,0.107,"Transit",1288
"1877",2012,3.8559,1.24,"Transit",54
"1878",2011,10.2184954,0.247794,"Transit",122
"1880",2016,24.31575992,0.295,"Transit",1288
"1881",2016,1.59474546,1.084,"Transit",1288
"1882",2016,15.3587684,1.019,"Transit",1288
"1883",2016,5.90741354,0.491,"Transit",1288
"1884",2016,2.16845259,0.252,"Transit",1288
"1885",2014,20.09838,0.148095,"Transit",769
"1886",2014,4.920199,0.095459,"Transit",769
"1887",2016,1.55400393,0.154,"Transit",1288
"1889",2016,44.6169557,0.211,"Transit",1288
"1890",2016,33.8786838,0.255,"Transit",1288
"1891",2016,3.29030452,0.509,"Transit",1288
"1892",2016,161.5163345,0.262,"Transit",1288
"1893",2016,21.67697486,0.194,"Transit",1288
"1894",2014,6.738975,0.107057,"Transit",769
"1895",2011,3.7681,1.02,"Transit",122
"1898",2010,6.189392,0.0483,"Transit",66
"1899",2016,110.96546,0.243,"Transit",1288
"1900",2016,13.7521072,0.251,"Transit",1288
"1901",2010,7.743493,0.0498,"Transit",66
"1903",2016,16.8320729,0.156,"Transit",1288
"1904",2016,23.44971004,0.236,"Transit",1288
"1905",2016,52.75875577,0.793,"Transit",1288
"1907",2016,14.80074836,0.391,"Transit",1288
"1909",2016,31.0033814,0.235,"Transit",1288
"1910",2016,7.56127224,0.127,"Transit",1288
"1912",2011,3.405909,1.537,"Transit",122
"1913",2016,64.6588017,0.198,"Transit",1288
"1916",2016,38.6715075,0.244,"Transit",1288
"1917",2016,11.25402929,0.192,"Transit",1288
"1918",2014,10.3117,0.105263,"Transit",769
"1919",2014,28.986769,0.218574,"Transit",769
"1921",2013,3.585722,1.41,"Transit",57
"1922",2016,3.78470649,0.071,"Transit",1288
"1923",2014,67.093408,0.289946,"Transit",769
"1924",2014,21.963945,0.232849,"Transit",769
"1925",2014,6.178196,0.107949,"Transit",769
"1928",2014,17.648312,0.194487,"Transit",769
"1929",2014,5.839172,0.221251,"Transit",769
"1930",2014,4.938864,0.125792,"Transit",769
"1932",2016,82.5342519,0.227,"Transit",1288
"1933",2014,5.028219,0.11687,"Transit",769
"1934",2016,22.18432708,0.276,"Transit",1288
"1935",2016,8.3265153,0.171,"Transit",1288
"1936",2014,31.200751,0.110625,"Transit",769
"1938",2016,509.997402,0.195,"Transit",1288
"1939",2014,12.645164,0.108841,"Transit",769
"1940",2014,39.595519,0.168615,"Transit",769
"1943",2016,1.49914695,0.107,"Transit",1288
"1944",2014,20.342199,0.207869,"Transit",769
"1945",2016,3.60930891,0.333,"Transit",1288
"1946",2012,1.5373653,1.269,"Transit",54
"1947",2016,7.06317341,0.1,"Transit",1288
"1948",2014,4.822962,0.208761,"Transit",769
"1949",2014,25.934138,0.227496,"Transit",769
"1950",2016,12.92491623,0.229,"Transit",1288
"1951",2010,35.968,0.296,"Transit",66
"1953",2014,14.400974,0.225711,"Transit",769
"1954",2014,55.328328,0.143635,"Transit",769
"1955",2016,3.4462039,0.065,"Transit",1288
"1957",2016,2.94902905,0.123,"Transit",1288
"1958",2016,2.94654179,0.095,"Transit",1288
"1959",2008,3.852985,1.33,"Transit",14
"1960",2012,131.458,0.728,"Transit",54
"1961",2016,6.28385491,0.071,"Transit",1288
"1962",2014,22.250949,0.219467,"Transit",769
"1963",2014,82.20017,0.227496,"Transit",769
"1964",2014,11.419412,0.0901062,"Transit",769
"1965",2016,12.3764661,0.244,"Transit",1288
"1966",2016,7.19303878,0.159,"Transit",1288
"1967",2014,4.138575,0.11241,"Transit",769
"1968",2014,8.20395,0.232849,"Transit",769
"1969",2014,10.312364,0.047,"Transit",769
"1970",2014,3.244107,0.134713,"Transit",769
"1973",2016,2.4370333,0.147,"Transit",1288
"1974",2016,71.52530845,0.499,"Transit",1288
"1976",2011,1.420033,1.164,"Transit",122
"1977",2016,11.13125132,0.188,"Transit",1288
"1979",2016,13.02365861,0.211,"Transit",1288
"1980",2016,4.13592271,0.139,"Transit",1288
"1981",2014,2.092281,0.134713,"Transit",769
"1982",2016,13.15141081,0.17,"Transit",1288
"1984",2014,10.04156,0.243554,"Transit",769
"1985",2014,44.431014,0.267642,"Transit",769
"1986",2016,2.55314213,0.117,"Transit",1288
"1987",2016,4.90332155,0.211,"Transit",1288
"1988",2011,2.896,0.133702,"Transit",122
"1990",2014,31.158799,0.330984,"Transit",769
"1991",2011,46.6888,0.221888,"Transit",122
"1993",2016,1.64680191,0.078,"Transit",1288
"1994",2014,12.759712,0.231956,"Transit",769
"1997",2013,56.73667,0.256,"Transit",57
"1998",2016,8.09888799,0.863,"Transit",1288
"1999",2016,31.0571618,0.191,"Transit",1288
"2000",2010,112.3053,0.119548,"Transit",66
"2001",2016,2.83265213,0.118,"Transit",1288
"2002",2016,8.67900242,0.162,"Transit",1288
"2004",2014,4.790936,0.118655,"Transit",769
"2006",2014,3.715335,0.131145,"Transit",769
"2007",2016,1.57409027,0.082,"Transit",1288
"2008",2016,4.22538451,0.796,"Transit",1288
"2010",2014,4.385315,0.101704,"Transit",769
"2011",2014,7.156804,0.203408,"Transit",769
"2012",2016,84.6879808,0.336,"Transit",1288
"2013",2016,11.02347475,0.202,"Transit",1288
"2014",2016,3.73089898,0.128,"Transit",1288
"2016",2014,5.923653,0.139174,"Transit",769
"2017",2016,41.6977827,0.227,"Transit",1288
"2018",2016,2.3522658,0.11,"Transit",1288
"2019",2016,59.6225257,0.298,"Transit",1288
"2020",2016,19.79191978,0.203,"Transit",1288
"2021",2016,4.79028459,0.099,"Transit",1288
"2022",2016,4.79859939,0.236,"Transit",1288
"2023",2016,2.05387982,0.231,"Transit",1288
"2024",2016,10.56134221,0.129,"Transit",1288
"2025",2016,1.34155513,0.063,"Transit",1288
"2026",2016,6.49801525,0.134,"Transit",1288
"2028",2014,24.570858,0.178428,"Transit",769
"2029",2016,9.94067247,0.263,"Transit",1288
"2030",2014,9.600001,0.187349,"Transit",769
"2031",2016,13.3997099,0.144,"Transit",1288
"2032",2016,82.177374,0.261,"Transit",1288
"2035",2016,23.58914398,0.304,"Transit",1288
"2036",2014,6.88705,0.117763,"Transit",769
"2037",2014,10.664903,0.181997,"Transit",769
"2038",2016,8.70181574,0.144,"Transit",1288
"2039",2016,15.74957994,0.244,"Transit",1288
"2040",2016,40.0587473,0.316,"Transit",1288
"2041",2016,3.6146051,0.074,"Transit",1288
"2042",2016,5.83376092,0.214,"Transit",1288
"2044",2011,4.4379637,1.695,"Transit",122
"2045",2014,41.194912,0.343474,"Transit",769
"2046",2016,86.1150888,0.252,"Transit",1288
"2047",2016,163.692349,0.241,"Transit",1288
"2048",2013,8.719375,0.106,"Transit",57
"2049",2012,1.327347,1.264,"Transit",54
"2050",2011,3.161575,1.32,"Transit",122
"2052",2014,9.75598,0.445,"Transit",769
"2056",2016,217.8317626,1.055,"Transit",1288
"2057",2014,6.414914,0.114194,"Transit",769
"2058",2012,3.352059,1.49,"Transit",54
"2059",2014,1.653888,0.0901062,"Transit",769
"2060",2008,82145,1.2,"Imaging",4
"2061",2016,4.40840023,0.216,"Transit",1288
"2062",2011,45.1555023,0.628398,"Transit",122
"2063",2014,6.668391,0.109733,"Transit",769
"2064",2006,3.941534,1.206,"Transit",3
"2065",2013,9.4341505,0.545,"Transit",57
"2066",2016,23.955378,0.095,"Transit",1288
"2067",2011,21.77596,0.477,"Transit",122
"2068",2014,44.851896,0.290838,"Transit",769
"2069",2016,9.91935684,0.134,"Transit",1288
"2070",2014,7.49019,0.22928,"Transit",769
"2071",2016,3.24755522,0.126,"Transit",1288
"2072",2016,7.96431535,0.197,"Transit",1288
"2073",2014,12.8159,0.196271,"Transit",769
"2075",2014,41.885775,0.268534,"Transit",769
"2076",2014,5.902206,0.220359,"Transit",769
"2077",2011,77.61184,0.24512,"Transit",122
"2078",2014,5.374943,0.198947,"Transit",769
"2079",2016,0.93875077,0.141,"Transit",1288
"2080",2014,46.183669,0.198055,"Transit",769
"2081",2014,54.418694,0.271211,"Transit",769
"2082",2014,8.348125,0.111518,"Transit",769
"2083",2016,17.2923453,0.129,"Transit",1288
"2084",2016,4.36128348,0.117,"Transit",1288
"2085",2014,5.826662,0.345258,"Transit",769
"2086",2014,81.065298,0.318,"Transit",769
"2087",2014,12.718092,0.207869,"Transit",769
"2088",2016,2.41660118,0.081,"Transit",1288
"2089",2016,17.31716585,0.277,"Transit",1288
"2091",2016,51.16579,0.129,"Transit",1288
"2092",2016,4.24374723,0.325,"Transit",1288
"2093",2016,17.97979059,0.259,"Transit",1288
"2094",2014,7.630004,0.113302,"Transit",769
"2095",2014,22.597053,0.0999197,"Transit",769
"2096",2016,3.05710069,0.137,"Transit",1288
"2097",2014,50.697494,0.245339,"Transit",769
"2098",2016,187.747029,0.291,"Transit",1288
"2099",2014,72.379334,0.34615,"Transit",769
"2100",2014,27.4536,0.0785013,"Transit",769
"2101",2014,25.5169,0.0749398,"Transit",769
"2102",2011,7.340718,1.32,"Transit",122
"2105",2012,4.465633,1.3,"Transit",54
"2106",2016,16.54080322,0.138,"Transit",1288
"2107",2014,2.139542,0.12936,"Transit",769
"2108",2015,2.7908327,1.466,"Transit",27
"2109",2016,40.8365012,0.143,"Transit",1288
"2110",2016,17.14647302,0.178,"Transit",1288
"2111",2014,12.762172,0.226604,"Transit",769
"2113",2016,6.01038429,0.357,"Transit",1288
"2115",2016,5.44832529,0.187,"Transit",1288
"2116",2016,1.21956827,0.143,"Transit",1288
"2117",2004,4.0144479,1.051,"Transit",4
"2119",2016,3.76182115,0.233,"Transit",1288
"2121",2016,1.09366356,0.12,"Transit",1288
"2122",2016,16.2254649,0.104,"Transit",1288
"2123",2016,27.6655226,0.217,"Transit",1288
"2124",2016,105.6551369,0.328,"Transit",1288
"2125",2014,1.6329,0.10438,"Transit",769
"2128",2008,1.846834,1.29,"Transit",14
"2130",2014,14.627119,0.200732,"Transit",769
"2131",2016,198.7112502,0.326,"Transit",1288
"2132",2014,20.684342,0.306004,"Transit",769
"2133",2016,1.95452434,0.194,"Transit",1288
"2134",2016,28.474748,0.23,"Transit",1288
"2135",2011,1.4822446,1.209,"Transit",122
"2136",2016,16.29595382,0.17,"Transit",1288
"2137",2016,9.5085156,0.136,"Transit",1288
"2138",2016,56.1886887,0.186,"Transit",1288
"2139",2016,3.27582262,0.187,"Transit",1288
"2140",2014,18.596108,0.139174,"Transit",769
"2142",2014,26.67569,0.127576,"Transit",769
"2143",2016,10.12804789,0.181,"Transit",1288
"2144",2016,3.23941344,0.09,"Transit",1288
"2145",2014,34.035257,0.276563,"Transit",769
